,Unnamed: 0,kingdom,phylum,class,order,family,genus,species,sBin,gBin,fBin,dist_SGB,sSGB,gSGB,fSGB
fBin__126|gBin__581|sBin__860,Rep_860,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sp900539985,860.0,581.0,126,0.051687975,unknown,10553,3132
fBin__126|gBin__581|sBin__861,Rep_861,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,unknown,861.0,581.0,126,0.0,17101,10553,3132
fBin__126|gBin__581|sBin__862,Rep_862,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium kefirresidentii,862.0,581.0,126,0.0244104736842105,17100,10553,3132
fBin__126|gBin__582|sBin__863,Rep_863,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,unknown,863.0,582.0,126,0.0536337272727272,unknown,10555,3132
fBin__126|gBin__582|sBin__864,Rep_864,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,unknown,864.0,582.0,126,0.0,17111,10555,3132
fBin__126|gBin__583|sBin__865,Rep_865,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium striatum,865.0,583.0,126,0.0158482314285714,17121,10557,3132
fBin__126|gBin__583|sBin__866,Rep_866,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium simulans,866.0,583.0,126,0.0266686999999999,17120,10557,3132
fBin__126|gBin__584|sBin__867,Rep_867,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium imitans,867.0,584.0,126,0.04168406,17060,10531,3132
fBin__126|gBin__585|sBin__868,Rep_868,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,unknown,868.0,585.0,126,0.0,17049,10524,3132
fBin__127|gBin__586|sBin__869,Rep_869,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia mucilaginosa,869.0,586.0,127,0.0416790892405063,16975,10483,3125
fBin__127|gBin__586|sBin__870,Rep_870,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,unknown,870.0,586.0,127,0.00890986032,16985,10483,3125
fBin__127|gBin__586|sBin__871,Rep_871,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia mucilaginosa_A,871.0,586.0,127,0.0292434236956521,16986,10483,3125
fBin__127|gBin__587|sBin__872,Rep_872,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia sp900546865,872.0,587.0,127,0.0,16994,10490,3125
fBin__128|gBin__588|sBin__873,Rep_873,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,873.0,588.0,128,0.0105490258352941,15904,10027,3112
fBin__128|gBin__589|sBin__874,Rep_874,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,874.0,589.0,128,0.0235651162141057,16955,10480,3124
fBin__128|gBin__590|sBin__875,Rep_875,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium avidum,875.0,590.0,128,0.0185426228767567,16953,10479,3124
fBin__129|gBin__591|sBin__876,Rep_876,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces urogenitalis,876.0,591.0,129,0.0061406654545454,15868,10011,3111
fBin__129|gBin__592|sBin__877,Rep_877,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp900323545,877.0,592.0,129,0.0119043166666666,15885,10017,3111
fBin__129|gBin__593|sBin__878,Rep_878,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus,878.0,593.0,129,0.0232027235555555,16676,10342,3119
fBin__129|gBin__594|sBin__879,Rep_879,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces graevenitzii,879.0,594.0,129,0.0365658896551724,17130,10564,3133
fBin__130|gBin__595|sBin__880,Rep_880,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,unknown,880.0,595.0,130,0.024090174,15489,9837,3083
fBin__130|gBin__595|sBin__881,Rep_881,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,unknown,881.0,595.0,130,0.0288034647058823,15488,9837,3083
fBin__130|gBin__595|sBin__882,Rep_882,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Mobiluncus,unknown,882.0,595.0,130,0.1067010470588235,unknown,9837,3083
fBin__131|gBin__596|sBin__883,Rep_883,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Winkia,Winkia sp002849225,883.0,596.0,131,0.0090188557142857,17192,10589,3138
fBin__132|gBin__597|sBin__884,Rep_884,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia turicensis,884.0,597.0,132,0.0323983875,17195,10592,3138
fBin__132|gBin__598|sBin__885,Rep_885,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp900541895,885.0,598.0,132,0.0281986666666666,17145,10565,3134
fBin__132|gBin__598|sBin__886,Rep_886,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp000308055,886.0,598.0,132,0.0454706037735849,17138,10565,3134
fBin__132|gBin__599|sBin__887,Rep_887,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp001838165,887.0,599.0,132,0.0334397727272727,17158,10570,3134
fBin__132|gBin__599|sBin__888,Rep_888,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,unknown,888.0,599.0,132,0.0236627375,17162,10570,3134
fBin__132|gBin__599|sBin__889,Rep_889,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp001064145,889.0,599.0,132,0.01260045,17159,10570,3134
fBin__132|gBin__599|sBin__890,Rep_890,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,unknown,890.0,599.0,132,0.0054503,17155,10570,3134
fBin__132|gBin__599|sBin__891,Rep_891,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,unknown,891.0,599.0,132,0.0235671461538461,17168,10570,3134
fBin__132|gBin__600|sBin__892,Rep_892,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia culturomici,892.0,600.0,132,0.0,17171,10572,3134
fBin__132|gBin__601|sBin__893,Rep_893,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia radingae,893.0,601.0,132,0.0108538945454545,17194,10591,3138
fBin__132|gBin__602|sBin__894,Rep_894,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Gleimia,Gleimia europaea_A,894.0,602.0,132,0.024967225,17196,10593,3138
fBin__133|gBin__603|sBin__895,Rep_895,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium_A,unknown,895.0,603.0,133,0.0,17202,10597,3140
fBin__133|gBin__603|sBin__896,Rep_896,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium_A,unknown,896.0,603.0,133,0.0,17201,10597,3140
fBin__134|gBin__604|sBin__897,Rep_897,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae,Arcanobacterium_A,Arcanobacterium_A urinimassiliense,897.0,604.0,134,0.0,17203,10598,3141
fBin__135|gBin__605|sBin__898,Rep_898,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium lindanitolerans,898.0,605.0,135,0.0173034499999999,2933,2146,823
fBin__136|gBin__606|sBin__899,Rep_899,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Epilithonimonas,Epilithonimonas bovis,899.0,606.0,136,0.01686335,2548,1855,772
fBin__137|gBin__607|sBin__900,Rep_900,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,unknown,900.0,607.0,137,0.236445,unknown,unknown,82
fBin__138|gBin__608|sBin__901,Rep_901,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,unknown,901.0,608.0,138,0.287309,unknown,unknown,587
fBin__139|gBin__609|sBin__902,Rep_902,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus amylolyticus,902.0,609.0,139,0.0262756166666666,7425,5307,1943
fBin__139|gBin__610|sBin__903,Rep_903,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa,903.0,610.0,139,0.0284305142857142,7419,5305,1943
fBin__140|gBin__611|sBin__904,Rep_904,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,unknown,904.0,611.0,140,0.132111,unknown,5294,1942
fBin__141|gBin__612|sBin__905,Rep_905,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus lactis,905.0,612.0,141,0.0248413,7408,5301,1943
fBin__142|gBin__613|sBin__906,Rep_906,Bacteria,Firmicutes_A,Clostridia,Saccharofermentanales,DTU023,SFGY01,SFGY01 sp004556455,906.0,613.0,142,0.0235038428571428,3917,2945,1192
fBin__142|gBin__613|sBin__907,Rep_907,Bacteria,Firmicutes_A,Clostridia,Saccharofermentanales,DTU023,SFGY01,unknown,907.0,613.0,142,0.03391505,3918,2945,1192
fBin__143|gBin__614|sBin__908,Rep_908,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,908.0,614.0,143,0.0208964086020408,10343,7074,2490
fBin__143|gBin__614|sBin__909,Rep_909,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,909.0,614.0,143,0.029070227077922,10346,7074,2490
fBin__143|gBin__615|sBin__910,Rep_910,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,910.0,615.0,143,0.0229547571428571,10370,7078,2490
fBin__143|gBin__616|sBin__911,Rep_911,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter ursingii,911.0,616.0,143,0.02119882,10372,7079,2490
fBin__143|gBin__617|sBin__912,Rep_912,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,912.0,617.0,143,0.0353847454545454,10398,7093,2490
fBin__143|gBin__618|sBin__913,Rep_913,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter fasciculus,913.0,618.0,143,0.0307454066666666,10405,7096,2490
fBin__143|gBin__619|sBin__914,Rep_914,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens,914.0,619.0,143,0.022336175,10375,7081,2490
fBin__144|gBin__620|sBin__915,Rep_915,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,UBA1232,UBA1232 sp900544815,915.0,620.0,144,0.0094434666666666,1303,1010,484
fBin__145|gBin__621|sBin__916,Rep_916,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_A,Haemophilus_A paraphrohaemolyticus,916.0,621.0,145,0.033011009090909,9634,6807,2477
fBin__145|gBin__621|sBin__917,Rep_917,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_A,Haemophilus_A parahaemolyticus,917.0,621.0,145,0.041695675,9632,6807,2477
fBin__145|gBin__622|sBin__918,Rep_918,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,Aggregatibacter segnis,918.0,622.0,145,0.0389295277333333,9738,6816,2477
fBin__145|gBin__623|sBin__919,Rep_919,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus sp002998595,919.0,623.0,145,0.0370987714285714,9649,6810,2477
fBin__145|gBin__623|sBin__920,Rep_920,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,920.0,623.0,145,0.0225015099270073,9648,6810,2477
fBin__145|gBin__624|sBin__921,Rep_921,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_J,921.0,624.0,145,0.0316032,9657,6812,2477
fBin__145|gBin__624|sBin__922,Rep_922,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_M,922.0,624.0,145,0.0358854836842105,9663,6812,2477
fBin__145|gBin__624|sBin__923,Rep_923,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,unknown,923.0,624.0,145,0.0329087,9670,6812,2477
fBin__145|gBin__624|sBin__924,Rep_924,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,unknown,924.0,624.0,145,0.041122176744186,9674,6812,2477
fBin__145|gBin__624|sBin__925,Rep_925,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,unknown,925.0,624.0,145,0.0,9678,6812,2477
fBin__145|gBin__624|sBin__926,Rep_926,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,unknown,926.0,624.0,145,0.0367061199999999,9698,6812,2477
fBin__145|gBin__624|sBin__927,Rep_927,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_K,927.0,624.0,145,0.0424772118518518,9704,6812,2477
fBin__145|gBin__624|sBin__928,Rep_928,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_L,928.0,624.0,145,0.0172418,9679,6812,2477
fBin__145|gBin__624|sBin__929,Rep_929,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_K,929.0,624.0,145,0.0482499338461538,9701,6812,2477
fBin__145|gBin__624|sBin__930,Rep_930,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_K,930.0,624.0,145,0.0463227615384615,9701,6812,2477
fBin__145|gBin__624|sBin__931,Rep_931,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,unknown,931.0,624.0,145,0.04960167,9701,6812,2477
fBin__145|gBin__624|sBin__932,Rep_932,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_K,932.0,624.0,145,0.02007305,9697,6812,2477
fBin__145|gBin__624|sBin__933,Rep_933,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D sp001815355,933.0,624.0,145,0.02489615,9711,6812,2477
fBin__145|gBin__624|sBin__934,Rep_934,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D sp001815355,934.0,624.0,145,0.0,9703,6812,2477
fBin__145|gBin__624|sBin__935,Rep_935,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,unknown,935.0,624.0,145,0.0,9685,6812,2477
fBin__145|gBin__624|sBin__936,Rep_936,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_K,936.0,624.0,145,0.0528847976923076,unknown,6812,2477
fBin__145|gBin__624|sBin__937,Rep_937,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,unknown,937.0,624.0,145,0.0531392023076923,unknown,6812,2477
fBin__145|gBin__624|sBin__938,Rep_938,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,unknown,938.0,624.0,145,0.0,9707,6812,2477
fBin__145|gBin__624|sBin__939,Rep_939,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae,939.0,624.0,145,0.035523979020979,9712,6812,2477
fBin__145|gBin__624|sBin__940,Rep_940,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_N,940.0,624.0,145,0.0425936642857142,9710,6812,2477
fBin__145|gBin__624|sBin__941,Rep_941,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,unknown,941.0,624.0,145,0.0,9669,6812,2477
fBin__145|gBin__625|sBin__942,Rep_942,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_D,Haemophilus_D pittmaniae,942.0,625.0,145,0.015790375,9656,6811,2477
fBin__145|gBin__626|sBin__943,Rep_943,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus_A,Haemophilus_A sputorum,943.0,626.0,145,0.0321678444444444,9631,6806,2477
fBin__145|gBin__627|sBin__944,Rep_944,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Necropsobacter,Necropsobacter rosorum,944.0,627.0,145,0.207109,unknown,unknown,2477
fBin__146|gBin__628|sBin__945,Rep_945,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas caviae,945.0,628.0,146,0.0180461842105263,9955,6942,2482
fBin__146|gBin__628|sBin__946,Rep_946,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas veronii,946.0,628.0,146,0.0337199714285714,9947,6942,2482
fBin__147|gBin__629|sBin__947,Rep_947,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Providencia,Providencia rettgeri_D,947.0,629.0,147,0.0094028775,10006,6958,2483
fBin__147|gBin__630|sBin__948,Rep_948,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,Proteus mirabilis,948.0,630.0,147,0.0111009615686274,9992,6954,2483
fBin__148|gBin__631|sBin__949,Rep_949,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,949.0,631.0,148,0.0289727428571428,9937,6936,2481
fBin__149|gBin__632|sBin__950,Rep_950,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,Morganella morganii,950.0,632.0,149,0.018666480625,10028,6972,2483
fBin__149|gBin__632|sBin__951,Rep_951,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,Morganella morganii_B,951.0,632.0,149,0.0202789,10027,6972,2483
fBin__149|gBin__633|sBin__952,Rep_952,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia,Hafnia paralvei,952.0,633.0,149,0.0179048783333333,10207,7021,2483
fBin__149|gBin__633|sBin__953,Rep_953,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia,Hafnia alvei,953.0,633.0,149,0.0239243285714285,10209,7021,2483
fBin__149|gBin__634|sBin__954,Rep_954,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii,954.0,634.0,149,0.0047449,10047,6978,2483
fBin__149|gBin__635|sBin__955,Rep_955,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia cowanii,955.0,635.0,149,0.02250612,10050,6981,2483
fBin__149|gBin__636|sBin__956,Rep_956,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Phytobacter,Phytobacter sp002377245,956.0,636.0,149,0.15223325,unknown,unknown,2483
fBin__149|gBin__637|sBin__957,Rep_957,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia marmotae,957.0,637.0,149,0.009832091,10064,6985,2483
fBin__149|gBin__637|sBin__958,Rep_958,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia sp000208585,958.0,637.0,149,0.0244889375,10067,6985,2483
fBin__149|gBin__637|sBin__959,Rep_959,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia flexneri,959.0,637.0,149,0.0206831975322114,10068,6985,2483
fBin__149|gBin__638|sBin__960,Rep_960,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter_A amalonaticus,960.0,638.0,149,0.0189617125,10074,6987,2483
fBin__149|gBin__639|sBin__961,Rep_961,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_B,Citrobacter_B koseri,961.0,639.0,149,0.0093273445789473,10079,6987,2483
fBin__149|gBin__639|sBin__962,Rep_962,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter werkmanii,962.0,639.0,149,0.0427188,10080,6987,2483
fBin__149|gBin__639|sBin__963,Rep_963,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter werkmanii,963.0,639.0,149,0.0259177888888888,10080,6987,2483
fBin__149|gBin__639|sBin__964,Rep_964,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter youngae,964.0,639.0,149,0.032218195,10082,6987,2483
fBin__149|gBin__639|sBin__965,Rep_965,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,965.0,639.0,149,0.0141048476923076,10083,6987,2483
fBin__149|gBin__639|sBin__966,Rep_966,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter portucalensis,966.0,639.0,149,0.0187043695652173,10084,6987,2483
fBin__149|gBin__639|sBin__967,Rep_967,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter braakii,967.0,639.0,149,0.0195611166666666,10086,6987,2483
fBin__149|gBin__639|sBin__968,Rep_968,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter europaeus,968.0,639.0,149,0.0085476111111111,10085,6987,2483
fBin__149|gBin__640|sBin__969,Rep_969,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata,969.0,640.0,149,0.01477815,10107,6995,2483
fBin__149|gBin__640|sBin__970,Rep_970,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,unknown,970.0,640.0,149,0.13249,unknown,6995,2483
fBin__149|gBin__640|sBin__971,Rep_971,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera intermedia,971.0,640.0,149,0.13288,unknown,6995,2483
fBin__149|gBin__641|sBin__972,Rep_972,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella_B,Klebsiella_B aerogenes,972.0,641.0,149,0.0150038615954198,10116,6998,2483
